Member_number,Date,itemDescription
3013,07-08-2014,sauces
3013,12-05-2014,UHT-milk
3013,12-05-2014,brown bread
3013,19-04-2014,domestic eggs
3013,19-04-2014,other vegetables
3013,19-04-2014,pastry
3013,19-04-2014,soap
3013,21-08-2015,bottled beer
3013,21-08-2015,hygiene articles
3013,21-08-2015,root vegetables
3013,25-03-2014,rice
3013,25-03-2014,whole milk
3014,04-11-2015,ham
3014,04-11-2015,margarine
3014,04-11-2015,root vegetables
3014,04-11-2015,whipped/sour cream
3014,11-11-2015,bottled water
3014,11-11-2015,curd cheese
3014,11-11-2015,napkins
3014,11-11-2015,sausage
3014,15-07-2015,berries
3014,15-07-2015,cream cheese 
3014,15-07-2015,whipped/sour cream
3014,19-10-2015,chocolate
3014,19-10-2015,newspapers
3014,19-10-2015,pastry
3014,19-10-2015,sausage
3014,20-12-2014,root vegetables
3014,20-12-2014,tropical fruit
3015,07-08-2014,other vegetables
3015,07-08-2014,root vegetables
3015,10-10-2015,coffee
3015,10-10-2015,sausage
3015,10-10-2015,white bread
3015,12-06-2015,bottled water
3015,12-06-2015,root vegetables
3015,31-01-2014,bottled water
3015,31-01-2014,ham
3015,31-01-2014,margarine
3016,01-12-2015,frankfurter
3016,01-12-2015,long life bakery product
3016,01-12-2015,sugar
3016,21-04-2014,dish cleaner
3016,21-04-2014,whipped/sour cream
3016,23-05-2014,other vegetables
3016,23-05-2014,pastry
3017,11-09-2014,frozen meals
3017,11-09-2014,whole milk
3017,22-09-2015,hamburger meat
3017,22-09-2015,soft cheese
3017,28-09-2015,curd
3017,28-09-2015,tropical fruit
3018,17-11-2014,packaged fruit/vegetables
3018,17-11-2014,tropical fruit
3018,18-01-2015,canned beer
3018,18-01-2015,soda
3018,27-06-2015,rolls/buns
3018,27-06-2015,root vegetables
3019,13-12-2014,brown bread
3019,13-12-2014,dishes
3019,19-12-2015,butter milk
3019,19-12-2015,rolls/buns
3019,19-12-2015,soda
3020,08-12-2014,other vegetables
3020,08-12-2014,pot plants
3020,13-06-2014,bottled beer
3020,13-06-2014,rolls/buns
3020,27-08-2015,condensed milk
3020,27-08-2015,fruit/vegetable juice
3020,27-08-2015,specialty fat
3020,27-08-2015,white wine
3021,15-11-2014,bottled water
3021,15-11-2014,chicken
3021,15-11-2014,soups
3021,22-06-2014,onions
3021,22-06-2014,root vegetables
3021,29-10-2014,fruit/vegetable juice
3021,29-10-2014,other vegetables
3021,29-10-2014,soda
3021,30-01-2015,frankfurter
3021,30-01-2015,sliced cheese
3022,15-11-2015,butter
3022,15-11-2015,canned fish
3022,15-11-2015,cream cheese 
3022,16-02-2014,chicken
3022,16-02-2014,rolls/buns
3022,19-09-2014,beef
3022,19-09-2014,whipped/sour cream
3022,24-04-2014,whole milk
3022,24-04-2014,yogurt
3023,06-05-2015,hamburger meat
3023,06-05-2015,onions
3023,11-12-2014,beef
3023,11-12-2014,liquor
3023,28-07-2015,bottled beer
3023,28-07-2015,pickled vegetables
3023,28-07-2015,rolls/buns
3023,28-07-2015,root vegetables
3023,28-07-2015,yogurt
3024,22-12-2014,UHT-milk
3024,22-12-2014,roll products 
3024,22-12-2014,salt
3024,23-12-2014,detergent
3024,23-12-2014,tropical fruit
3025,16-06-2015,misc. beverages
3025,16-06-2015,tea
3025,19-01-2014,cat food
3025,19-01-2014,hamburger meat
3025,19-10-2015,herbs
3025,19-10-2015,turkey
3025,19-10-2015,white bread
3025,21-04-2015,bottled beer
3025,21-04-2015,citrus fruit
3025,21-04-2015,herbs
3025,21-04-2015,sausage
3026,01-01-2015,bottled water
3026,01-01-2015,citrus fruit
3026,01-01-2015,soda
3026,01-01-2015,tropical fruit
3026,10-06-2014,chewing gum
3026,10-06-2014,ice cream
3026,24-01-2015,artif. sweetener
3026,24-01-2015,domestic eggs
3026,24-01-2015,soda
3026,29-10-2014,butter milk
3026,29-10-2014,semi-finished bread
3026,30-03-2014,candy
3026,30-03-2014,candy
3026,30-03-2014,semi-finished bread
3026,30-03-2014,whole milk
3027,14-09-2015,baking powder
3027,14-09-2015,root vegetables
3027,14-09-2015,whipped/sour cream
3027,14-10-2014,berries
3027,14-10-2014,fruit/vegetable juice
3027,15-09-2015,red/blush wine
3027,15-09-2015,sausage
3027,29-04-2014,frozen vegetables
3027,29-04-2014,other vegetables
3028,04-01-2014,butter
3028,04-01-2014,white bread
3028,07-10-2014,chicken
3028,07-10-2014,whole milk
3028,09-06-2015,beef
3028,09-06-2015,long life bakery product
3028,09-06-2015,margarine
3028,09-06-2015,other vegetables
3028,09-06-2015,sausage
3028,19-05-2015,citrus fruit
3028,19-05-2015,yogurt
3028,20-11-2014,cake bar
3028,20-11-2014,napkins
3028,25-04-2014,frankfurter
3028,25-04-2014,whole milk
3029,14-02-2015,other vegetables
3029,14-02-2015,shopping bags
3029,19-10-2014,dog food
3029,19-10-2014,vinegar
3029,31-05-2015,butter milk
3029,31-05-2015,long life bakery product
3030,02-05-2014,citrus fruit
3030,02-05-2014,dish cleaner
3030,02-05-2014,pastry
3030,06-12-2014,other vegetables
3030,06-12-2014,whole milk
3030,14-12-2014,curd
3030,14-12-2014,red/blush wine
3030,14-12-2014,whole milk
3030,19-11-2014,packaged fruit/vegetables
3030,19-11-2014,rolls/buns
3031,01-12-2014,specialty bar
3031,01-12-2014,whole milk
3031,18-12-2015,fruit/vegetable juice
3031,18-12-2015,pip fruit
3031,18-12-2015,soda
3031,18-12-2015,whipped/sour cream
3031,25-11-2015,beef
3031,25-11-2015,brown bread
3031,27-10-2015,chocolate
3031,27-10-2015,tropical fruit
3031,27-10-2015,whole milk
3031,30-08-2015,bottled beer
3031,30-08-2015,bottled beer
3031,30-08-2015,frankfurter
3031,30-08-2015,other vegetables
3032,05-06-2015,UHT-milk
3032,05-06-2015,bottled water
3032,28-12-2014,domestic eggs
3032,28-12-2014,frankfurter
3033,18-09-2014,hard cheese
3033,18-09-2014,tropical fruit
3033,25-09-2014,other vegetables
3033,25-09-2014,whole milk
3033,28-02-2014,ice cream
3033,28-02-2014,napkins
3033,28-02-2014,nut snack
3033,28-02-2014,rolls/buns
3034,06-10-2014,pip fruit
3034,06-10-2014,sausage
3034,07-05-2015,condensed milk
3034,07-05-2015,other vegetables
3034,14-12-2014,beef
3034,14-12-2014,soap
3034,22-05-2015,other vegetables
3034,22-05-2015,whipped/sour cream
3034,26-12-2014,bottled water
3034,26-12-2014,pastry
3035,04-03-2015,citrus fruit
3035,04-03-2015,rolls/buns
3035,08-11-2015,pastry
3035,08-11-2015,sausage
3035,08-11-2015,whole milk
3035,09-05-2015,candles
3035,09-05-2015,pastry
3035,16-04-2014,baking powder
3035,16-04-2014,male cosmetics
3035,21-02-2014,curd
3035,21-02-2014,misc. beverages
3035,29-11-2015,bottled beer
3035,29-11-2015,yogurt
3036,12-07-2015,beverages
3036,12-07-2015,canned beer
3036,12-07-2015,canned beer
3036,12-07-2015,chewing gum
3036,12-07-2015,frozen fish
3036,12-07-2015,other vegetables
3036,12-07-2015,sausage
3036,12-07-2015,shopping bags
3036,12-07-2015,yogurt
3036,13-07-2015,beef
3036,13-07-2015,other vegetables
3036,13-07-2015,root vegetables
3036,13-07-2015,whipped/sour cream
3036,13-07-2015,whipped/sour cream
3036,13-07-2015,whole milk
3036,18-09-2015,whole milk
3036,18-09-2015,yogurt
3037,01-02-2015,other vegetables
3037,01-02-2015,white bread
3037,01-02-2015,whole milk
3037,23-02-2015,cling film/bags
3037,23-02-2015,ham
3038,11-01-2015,rolls/buns
3038,11-01-2015,waffles
3038,13-04-2014,long life bakery product
3038,13-04-2014,other vegetables
3038,13-04-2014,soda
3038,13-04-2014,whole milk
3038,16-07-2014,butter
3038,16-07-2014,white bread
3038,18-04-2014,baking powder
3038,18-04-2014,pot plants
3038,30-12-2014,rolls/buns
3038,30-12-2014,yogurt
3039,02-09-2015,candles
3039,02-09-2015,dessert
3039,02-09-2015,domestic eggs
3039,02-09-2015,whole milk
3039,15-10-2014,butter
3039,15-10-2014,canned beer
3039,20-08-2014,finished products
3039,20-08-2014,root vegetables
3039,28-11-2015,pip fruit
3039,28-11-2015,whole milk
3040,11-10-2014,brown bread
3040,11-10-2014,cat food
3040,11-10-2014,frozen meals
3040,11-10-2014,white bread
3041,04-07-2014,chocolate marshmallow
3041,04-07-2014,whipped/sour cream
3041,10-07-2015,berries
3041,10-07-2015,organic products
3041,10-07-2015,other vegetables
3041,15-09-2015,frozen vegetables
3041,15-09-2015,hard cheese
3041,15-09-2015,pip fruit
3041,15-09-2015,sausage
3041,18-02-2014,pastry
3041,18-02-2014,shopping bags
3041,27-08-2015,baking powder
3041,27-08-2015,butter milk
3041,27-08-2015,shopping bags
3042,02-10-2015,bottled beer
3042,02-10-2015,bottled water
3042,02-10-2015,canned beer
3042,02-10-2015,whole milk
3042,04-04-2014,curd
3042,04-04-2014,other vegetables
3042,05-10-2015,UHT-milk
3042,05-10-2015,frozen meals
3042,05-10-2015,other vegetables
3042,05-10-2015,other vegetables
3042,05-10-2015,salty snack
3042,05-10-2015,whole milk
3042,05-10-2015,whole milk
3042,11-07-2014,oil
3042,11-07-2014,rolls/buns
3042,14-09-2014,napkins
3042,14-09-2014,other vegetables
3042,16-01-2015,curd cheese
3042,16-01-2015,frozen potato products
3042,16-01-2015,pork
3042,27-12-2015,root vegetables
3042,27-12-2015,whole milk
3043,05-01-2015,beef
3043,05-01-2015,soda
3044,05-01-2015,bottled water
3044,05-01-2015,brown bread
3044,05-01-2015,sausage
3044,07-06-2015,UHT-milk
3044,07-06-2015,pastry
3044,08-04-2014,pasta
3044,08-04-2014,soda
3044,09-05-2015,coffee
3044,09-05-2015,other vegetables
3044,17-09-2014,coffee
3044,17-09-2014,newspapers
3044,17-09-2014,soda
3044,17-09-2014,whole milk
3044,20-05-2014,rolls/buns
3044,20-05-2014,shopping bags
3044,29-09-2015,bottled beer
3044,29-09-2015,frozen meals
3044,29-09-2015,potato products
3044,29-09-2015,root vegetables
3045,15-06-2014,other vegetables
3045,15-06-2014,turkey
3045,16-08-2014,chewing gum
3045,16-08-2014,chicken
3045,16-08-2014,chocolate
3045,26-03-2015,coffee
3045,26-03-2015,tropical fruit
3045,26-03-2015,whole milk
3045,29-01-2014,dental care
3045,29-01-2014,other vegetables
3045,29-01-2014,pet care
3046,03-04-2014,curd
3046,03-04-2014,whipped/sour cream
3046,09-01-2015,sausage
3046,09-01-2015,whole milk
3046,18-11-2015,curd
3046,18-11-2015,hamburger meat
3046,18-11-2015,instant coffee
3046,18-11-2015,margarine
3046,18-11-2015,misc. beverages
3046,18-11-2015,pip fruit
3046,18-11-2015,whole milk
3046,22-08-2014,citrus fruit
3046,22-08-2014,frozen vegetables
3046,28-02-2014,onions
3046,28-02-2014,soda
3046,31-03-2015,bottled water
3046,31-03-2015,chewing gum
3046,31-03-2015,chicken
3046,31-03-2015,newspapers
3046,31-03-2015,pastry
3046,31-03-2015,sausage
3046,31-03-2015,sausage
3046,31-03-2015,yogurt
3047,07-09-2015,sausage
3047,07-09-2015,whole milk
3047,16-08-2014,condensed milk
3047,16-08-2014,pip fruit
3047,16-08-2014,soda
3048,06-06-2015,beef
3048,06-06-2015,butter
3048,06-06-2015,long life bakery product
3048,06-06-2015,tidbits
3048,06-10-2015,coffee
3048,06-10-2015,frankfurter
3048,06-10-2015,rolls/buns
3048,06-10-2015,white wine
3048,10-11-2015,sausage
3048,10-11-2015,white bread
3048,10-12-2015,chicken
3048,10-12-2015,hygiene articles
3048,10-12-2015,liquor (appetizer)
3048,10-12-2015,pip fruit
3048,10-12-2015,rolls/buns
3048,20-08-2015,bottled beer
3048,20-08-2015,sausage
3048,23-05-2014,meat spreads
3048,23-05-2014,pastry
3049,05-02-2015,beef
3049,05-02-2015,yogurt
3049,30-09-2014,pet care
3049,30-09-2014,sliced cheese
3050,03-05-2014,dessert
3050,03-05-2014,root vegetables
3050,06-05-2015,beef
3050,06-05-2015,chicken
3050,06-05-2015,semi-finished bread
3050,06-05-2015,white bread
3050,07-04-2015,whole milk
3050,07-04-2015,yogurt
3050,10-08-2015,chocolate
3050,10-08-2015,roll products 
3050,10-08-2015,whole milk
3050,11-03-2015,dessert
3050,11-03-2015,dessert
3050,11-03-2015,grapes
3050,11-03-2015,pip fruit
3050,11-03-2015,pork
3050,11-03-2015,sausage
3050,11-03-2015,soda
3050,11-03-2015,whole milk
3050,11-03-2015,yogurt
3050,11-11-2014,butter
3050,11-11-2014,waffles
3050,15-12-2015,hard cheese
3050,15-12-2015,other vegetables
3050,15-12-2015,whole milk
3050,15-12-2015,zwieback
3050,20-10-2015,other vegetables
3050,20-10-2015,rolls/buns
3050,20-10-2015,sausage
3050,20-10-2015,sliced cheese
3050,21-06-2015,bottled water
3050,21-06-2015,frankfurter
3050,21-06-2015,pickled vegetables
3051,09-02-2015,frozen meals
3051,09-02-2015,napkins
3051,23-01-2015,onions
3051,23-01-2015,whole milk
3051,25-05-2014,canned beer
3051,25-05-2014,salty snack
3051,29-11-2015,frankfurter
3051,29-11-2015,fruit/vegetable juice
3051,29-11-2015,fruit/vegetable juice
3051,29-11-2015,ham
3051,29-11-2015,other vegetables
3051,29-11-2015,other vegetables
3051,29-11-2015,other vegetables
3051,29-11-2015,rolls/buns
3051,29-11-2015,rolls/buns
3052,04-07-2015,citrus fruit
3052,04-07-2015,rolls/buns
3052,26-10-2014,hard cheese
3052,26-10-2014,ketchup
3052,26-10-2014,rolls/buns
3053,03-12-2015,brown bread
3053,03-12-2015,chewing gum
3053,03-12-2015,hamburger meat
3053,13-12-2014,other vegetables
3053,13-12-2014,rolls/buns
3053,25-12-2015,chocolate
3053,25-12-2015,curd
3053,25-12-2015,hamburger meat
3053,25-12-2015,ice cream
3054,09-04-2015,misc. beverages
3054,09-04-2015,white wine
3054,09-04-2015,whole milk
3054,17-01-2014,semi-finished bread
3054,17-01-2014,waffles
3054,17-02-2015,bottled beer
3054,17-02-2015,whole milk
3054,22-03-2015,frankfurter
3054,22-03-2015,salt
3054,23-02-2015,frankfurter
3054,23-02-2015,sausage
3054,27-05-2015,mayonnaise
3054,27-05-2015,onions
3054,27-05-2015,spread cheese
3054,27-05-2015,tropical fruit
3054,28-06-2015,meat
3054,28-06-2015,pip fruit
3054,28-06-2015,yogurt
3055,18-08-2015,hamburger meat
3055,18-08-2015,other vegetables
3055,18-08-2015,other vegetables
3055,18-08-2015,other vegetables
3055,18-08-2015,soda
3055,18-08-2015,soft cheese
3055,18-08-2015,waffles
3056,15-08-2015,liver loaf
3056,15-08-2015,other vegetables
3056,31-03-2014,fruit/vegetable juice
3056,31-03-2014,liver loaf
3057,16-07-2014,instant coffee
3057,16-07-2014,soda
3057,28-01-2014,chicken
3057,28-01-2014,pastry
3057,28-01-2014,soda
3058,12-03-2014,newspapers
3058,12-03-2014,rolls/buns
3058,18-05-2015,butter
3058,18-05-2015,chicken
3058,18-05-2015,hamburger meat
3058,18-05-2015,rolls/buns
3058,27-07-2015,butter
3058,27-07-2015,sausage
3059,05-03-2014,beverages
3059,05-03-2014,sausage
3059,12-07-2014,meat
3059,12-07-2014,misc. beverages
3059,13-12-2014,shopping bags
3059,13-12-2014,spread cheese
3059,15-06-2014,cat food
3059,15-06-2014,frozen vegetables
3059,15-06-2014,salty snack
3060,05-07-2015,canned beer
3060,05-07-2015,whole milk
3060,18-08-2014,butter
3060,18-08-2014,other vegetables
3060,18-08-2014,red/blush wine
3060,31-07-2014,fruit/vegetable juice
3060,31-07-2014,tropical fruit
3061,05-11-2015,domestic eggs
3061,05-11-2015,soda
3061,05-12-2015,margarine
3061,05-12-2015,pip fruit
3061,10-02-2015,berries
3061,10-02-2015,rolls/buns
3061,17-08-2015,sausage
3061,17-08-2015,whole milk
3062,01-08-2015,rolls/buns
3062,01-08-2015,soda
3062,08-06-2015,beef
3062,08-06-2015,bottled water
3062,08-06-2015,hygiene articles
3062,08-06-2015,margarine
3062,08-06-2015,pip fruit
3062,09-07-2014,baking powder
3062,09-07-2014,bottled water
3062,22-03-2015,shopping bags
3062,22-03-2015,whole milk
3063,08-02-2014,frozen vegetables
3063,08-02-2014,tropical fruit
3063,13-12-2014,canned beer
3063,13-12-2014,flour
3063,27-07-2014,root vegetables
3063,27-07-2014,yogurt
3063,28-10-2015,whipped/sour cream
3063,28-10-2015,whole milk
3063,28-12-2015,processed cheese
3063,28-12-2015,root vegetables
3064,02-01-2015,other vegetables
3064,02-01-2015,pork
3064,14-06-2014,bottled beer
3064,14-06-2014,frozen vegetables
3065,14-03-2014,whole milk
3065,14-03-2014,whole milk
3065,23-02-2014,yogurt
3065,23-02-2014,yogurt
3065,28-12-2014,dental care
3065,28-12-2014,dessert
3065,28-12-2014,waffles
3066,05-05-2015,bottled water
3066,05-05-2015,other vegetables
3066,06-12-2015,pastry
3066,06-12-2015,soda
3066,11-10-2015,other vegetables
3066,11-10-2015,specialty bar
3066,17-10-2014,fruit/vegetable juice
3066,17-10-2014,long life bakery product
3066,20-09-2014,ice cream
3066,20-09-2014,other vegetables
3066,30-11-2015,root vegetables
3066,30-11-2015,root vegetables
3067,17-07-2015,butter milk
3067,17-07-2015,packaged fruit/vegetables
3067,17-11-2014,frozen potato products
3067,17-11-2014,whipped/sour cream
3067,22-09-2015,candy
3067,22-09-2015,margarine
3067,27-02-2014,meat
3067,27-02-2014,specialty cheese
3067,27-11-2015,frozen meals
3067,27-11-2015,misc. beverages
3068,05-09-2014,dog food
3068,05-09-2014,hamburger meat
3068,19-06-2015,other vegetables
3068,19-06-2015,yogurt
3068,25-05-2014,beverages
3068,25-05-2014,pasta
3068,25-05-2014,whole milk
3069,04-04-2014,canned beer
3069,04-04-2014,dishes
3069,09-04-2015,mustard
3069,09-04-2015,tropical fruit
3069,09-04-2015,whole milk
3069,09-04-2015,whole milk
3071,13-06-2015,frozen meals
3071,13-06-2015,sausage
3071,18-04-2014,pastry
3071,18-04-2014,specialty bar
3071,18-04-2014,whole milk
3071,21-01-2015,domestic eggs
3071,21-01-2015,photo/film
3071,21-01-2015,pip fruit
3071,21-01-2015,rolls/buns
3071,21-01-2015,salty snack
3071,26-03-2015,beef
3071,26-03-2015,brown bread
3071,26-03-2015,coffee
3071,26-03-2015,dishes
3071,26-03-2015,pastry
3072,08-06-2015,beef
3072,08-06-2015,ham
3072,12-11-2014,dessert
3072,12-11-2014,hamburger meat
3072,18-06-2014,instant coffee
3072,18-06-2014,newspapers
3072,26-01-2015,bottled water
3072,26-01-2015,citrus fruit
3072,26-01-2015,citrus fruit
3072,26-01-2015,pickled vegetables
3072,26-01-2015,salad dressing
3072,26-01-2015,whole milk
3072,28-02-2015,bottled water
3072,28-02-2015,other vegetables
3072,28-02-2015,specialty bar
3072,28-02-2015,spread cheese
3072,28-02-2015,yogurt
3073,06-07-2014,fruit/vegetable juice
3073,06-07-2014,pastry
3073,17-01-2015,berries
3073,17-01-2015,nut snack
3073,17-01-2015,sliced cheese
3074,03-11-2014,mayonnaise
3074,03-11-2014,processed cheese
3074,03-11-2014,shopping bags
3074,13-04-2015,margarine
3074,13-04-2015,whole milk
3075,09-02-2014,coffee
3075,09-02-2014,hard cheese
3075,12-04-2014,organic products
3075,12-04-2014,root vegetables
3075,15-10-2015,other vegetables
3075,15-10-2015,semi-finished bread
3076,08-12-2015,butter milk
3076,08-12-2015,rolls/buns
3076,22-02-2014,soda
3076,22-02-2014,specialty chocolate
3077,01-04-2014,domestic eggs
3077,01-04-2014,root vegetables
3077,05-01-2015,chicken
3077,05-01-2015,shopping bags
3077,05-01-2015,vinegar
3077,05-01-2015,whole milk
3077,15-05-2014,curd
3077,15-05-2014,pastry
3077,19-01-2015,butter milk
3077,19-01-2015,root vegetables
3077,29-05-2015,bottled water
3077,29-05-2015,butter
3077,29-05-2015,canned beer
3077,29-05-2015,pastry
3077,29-05-2015,turkey
3077,31-08-2015,chicken
3077,31-08-2015,salty snack
3078,01-09-2015,oil
3078,01-09-2015,other vegetables
3078,01-09-2015,rolls/buns
3078,17-12-2014,detergent
3078,17-12-2014,yogurt
3079,04-01-2015,chicken
3079,04-01-2015,specialty bar
3079,10-03-2015,frankfurter
3079,10-03-2015,soda
3079,10-03-2015,soda
3079,13-04-2014,mustard
3079,13-04-2014,soda
3079,30-01-2015,chocolate
3079,30-01-2015,pet care
3080,15-02-2014,domestic eggs
3080,15-02-2014,yogurt
3081,14-04-2014,soda
3081,14-04-2014,tropical fruit
3081,18-07-2014,brown bread
3081,18-07-2014,detergent
3081,18-07-2014,fruit/vegetable juice
3081,18-07-2014,root vegetables
3081,23-09-2014,brown bread
3081,23-09-2014,white wine
3081,26-02-2014,dessert
3081,26-02-2014,shopping bags
3081,26-02-2014,sliced cheese
3081,26-05-2014,canned fish
3081,26-05-2014,specialty cheese
3081,26-05-2014,specialty vegetables
3081,26-05-2014,yogurt
3082,04-08-2014,brown bread
3082,04-08-2014,frankfurter
3082,07-07-2014,canned vegetables
3082,07-07-2014,cling film/bags
3082,07-07-2014,pip fruit
3082,07-09-2014,tropical fruit
3082,07-09-2014,tropical fruit
3082,10-04-2015,pip fruit
3082,10-04-2015,root vegetables
3082,10-11-2014,frozen dessert
3082,10-11-2014,pickled vegetables
3082,10-11-2014,soda
3082,20-02-2015,canned beer
3082,20-02-2015,tropical fruit
3082,20-02-2015,whole milk
3082,20-02-2015,yogurt
3082,21-05-2014,fruit/vegetable juice
3082,21-05-2014,whole milk
3082,22-05-2015,bottled water
3082,22-05-2015,curd
3082,22-05-2015,whole milk
3082,22-07-2014,canned beer
3082,22-07-2014,domestic eggs
3082,22-07-2014,whole milk
3082,25-09-2015,brown bread
3082,25-09-2015,packaged fruit/vegetables
3083,09-06-2014,flour
3083,09-06-2014,specialty chocolate
3083,09-06-2014,tropical fruit
3083,19-09-2014,brown bread
3083,19-09-2014,domestic eggs
3083,19-09-2014,whole milk
3083,27-05-2014,fruit/vegetable juice
3083,27-05-2014,waffles
3083,29-03-2014,tropical fruit
